seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
7803,2026-06-12T05:11:00,INSERT,TC-00011744,trabajador,Zona 7,ACTIVA
7804,2026-06-12T03:46:00,INSERT,MR0033568,trabajador,Mixco,ACTIVA
7805,2026-06-12T18:58:00,INSERT,MR0039907,trabajador,Zona 6,ACTIVA
7806,2026-06-12T15:53:00,INSERT,MR0053617,trabajador,San Miguel Petapa,ACTIVA
7807,2026-06-12T14:04:00,INSERT,TC-00048113,general,Zona 8,ACTIVA
7808,2026-06-12T08:39:00,INSERT,TC-00009086,trabajador,Zona 7,ACTIVA
7809,2026-06-12T16:47:00,INSERT,TC-00037511,general,Zona 18,ACTIVA
7810,2026-06-12T12:53:00,INSERT,TC-00034323,trabajador,San Miguel Petapa,ACTIVA
7811,2026-06-12T21:19:00,INSERT,SIN-TARJETA,trabajador,Zona 6,ACTIVA
7812,2026-06-12T11:56:00,INSERT,TC-00055969,general,Zona 4,ACTIVA
7813,2026-06-12T00:53:00,INSERT,TC-00058202,estudiante,Zona 13,ACTIVA
7814,2026-06-12T22:09:00,INSERT,TC-00050164,trabajador,Santa Catarina Pinula,ACTIVA
7815,2026-06-12T17:10:00,INSERT,0000019688,adulto_mayor,Zona 17,ACTIVA
7816,2026-06-12T12:09:00,INSERT,0000028269,trabajador,Zona 18,ACTIVA
7817,2026-06-12T11:08:00,INSERT,TC-00003373,trabajador,Villa Nueva,ACTIVA
7818,2026-06-12T00:03:00,INSERT,TC-00051590,trabajador,Santa Catarina Pinula,ACTIVA
7819,2026-06-12T00:31:00,INSERT,TC-00034406,general,Zona 13,ACTIVA
7820,2026-06-12T12:23:00,INSERT,0000034572,trabajador,Zona 4,ACTIVA
7821,2026-06-12T08:02:00,INSERT,TC-00012092,estudiante,Zona 18,ACTIVA
7822,2026-06-12T08:06:00,INSERT,SIN-TARJETA,trabajador,Zona 4,ACTIVA
7823,2026-06-12T14:28:00,INSERT,TC-00033859,trabajador,Zona 10,ACTIVA
7824,2026-06-12T05:50:00,INSERT,TC-00030730,trabajador,Santa Catarina Pinula,ACTIVA
7825,2026-06-12T18:35:00,INSERT,0000010406,general,Zona 10,ACTIVA
7826,2026-06-12T17:53:00,INSERT,TC-00048193,trabajador,Zona 7,ACTIVA
7827,2026-06-12T02:19:00,INSERT,TC-00047724,estudiante,Zona 13,ACTIVA
7828,2026-06-12T14:54:00,INSERT,0000002132,general,Mixco,ACTIVA
7829,2026-06-12T00:23:00,INSERT,TC-00025210,trabajador,Zona 9,ACTIVA
7830,2026-06-12T07:38:00,INSERT,TC-00014737,general,Santa Catarina Pinula,ACTIVA
7831,2026-06-12T06:43:00,UPDATE,0000054942,adulto_mayor,Zona 11,ACTIVA
7832,2026-06-12T04:02:00,UPDATE,0000045338,adulto_mayor,Zona 13,ACTIVA
7833,2026-06-12T21:13:00,UPDATE,TC-00000070,general,Zona 6,ACTIVA
7834,2026-06-12T19:02:00,UPDATE,SIN-TARJETA,estudiante,Zona 7,ACTIVA
7835,2026-06-12T12:29:00,UPDATE,TC-00008267,trabajador,Mixco,ACTIVA
7836,2026-06-12T15:19:00,UPDATE,TC-00049913,trabajador,San Miguel Petapa,ACTIVA
7837,2026-06-12T21:53:00,UPDATE,0000058322,trabajador,Zona 18,ACTIVA
7838,2026-06-12T16:19:00,UPDATE,TC-00022351,trabajador,Zona 12,ACTIVA
7839,2026-06-12T23:24:00,UPDATE,TC-00007015,estudiante,Mixco,ACTIVA
7840,2026-06-12T19:57:00,UPDATE,TC-00059284,estudiante,Zona 4,ACTIVA
7841,2026-06-12T02:47:00,UPDATE,0000022449,estudiante,Zona 4,ACTIVA
7842,2026-06-12T05:51:00,UPDATE,SIN-TARJETA,trabajador,Zona 9,ACTIVA
7843,2026-06-12T19:37:00,UPDATE,0000033152,estudiante,Zona 9,ACTIVA
7844,2026-06-12T22:41:00,UPDATE,TC-00021086,trabajador,Mixco,ACTIVA
7845,2026-06-12T11:38:00,UPDATE,TC-00014296,general,Zona 13,ACTIVA
7846,2026-06-12T10:30:00,UPDATE,TC-00048658,trabajador,Zona 1,ACTIVA
7847,2026-06-12T11:01:00,UPDATE,TC-00015368,general,Zona 1,ACTIVA
7848,2026-06-12T23:26:00,UPDATE,0000053203,general,Zona 18,ACTIVA
7849,2026-06-12T17:59:00,UPDATE,0000048576,general,Zona 10,ACTIVA
7850,2026-06-12T02:48:00,UPDATE,TC-00054191,estudiante,Zona 9,ACTIVA
7851,2026-06-12T15:41:00,UPDATE,TC-00003208,trabajador,Zona 4,ACTIVA
7852,2026-06-12T02:57:00,UPDATE,TC-00049843,adulto_mayor,Zona 7,ACTIVA
7853,2026-06-12T22:42:00,UPDATE,TC-00025537,adulto_mayor,Zona 9,ACTIVA
7854,2026-06-12T02:15:00,UPDATE,TC-00037155,estudiante,Zona 8,ACTIVA
7855,2026-06-12T03:46:00,UPDATE,TC-00023266,trabajador,San Miguel Petapa,ACTIVA
7856,2026-06-12T21:12:00,UPDATE,TC-00006995,estudiante,Zona 6,ACTIVA
7857,2026-06-12T03:21:00,UPDATE,0000033447,estudiante,Zona 12,ACTIVA
7858,2026-06-12T00:20:00,UPDATE,TC-00038082,adulto_mayor,Zona 1,ACTIVA
7859,2026-06-12T18:47:00,UPDATE,TC-00047326,adulto_mayor,Mixco,ACTIVA
7860,2026-06-12T20:29:00,UPDATE,TC-00024691,general,Zona 12,ACTIVA
7861,2026-06-12T19:16:00,UPDATE,0000040591,adulto_mayor,Zona 7,ACTIVA
7862,2026-06-12T16:50:00,UPDATE,TC-00058885,adulto_mayor,Zona 6,ACTIVA
7863,2026-06-12T05:18:00,UPDATE,0000000244,trabajador,Zona 9,ACTIVA
7864,2026-06-12T11:21:00,UPDATE,TC-00007628,trabajador,Mixco,ACTIVA
7865,2026-06-12T02:38:00,UPDATE,TC-00042021,general,Zona 9,ACTIVA
7866,2026-06-12T16:30:00,UPDATE,MR0047876,trabajador,Zona 1,ACTIVA
7867,2026-06-12T03:48:00,UPDATE,TC-00016293,trabajador,Zona 8,ACTIVA
7868,2026-06-12T09:11:00,UPDATE,TC-00052260,trabajador,Mixco,ACTIVA
7869,2026-06-12T19:17:00,UPDATE,MR0010909,estudiante,Zona 4,ACTIVA
7870,2026-06-12T17:36:00,UPDATE,TC-00052006,estudiante,Villa Nueva,ACTIVA
7871,2026-06-12T14:15:00,UPDATE,TC-00039877,general,Zona 1,ACTIVA
7872,2026-06-12T15:28:00,UPDATE,TC-00010527,adulto_mayor,Zona 10,ACTIVA
7873,2026-06-12T14:37:00,UPDATE,TC-00021124,estudiante,Santa Catarina Pinula,ACTIVA
7874,2026-06-12T03:37:00,UPDATE,0000001835,general,Zona 13,ACTIVA
7875,2026-06-12T12:21:00,UPDATE,TC-00048286,trabajador,Zona 6,ACTIVA
7876,2026-06-12T00:59:00,UPDATE,SIN-TARJETA,general,Villa Nueva,ACTIVA
7877,2026-06-12T08:28:00,UPDATE,TC-00018651,adulto_mayor,Zona 4,ACTIVA
7878,2026-06-12T04:18:00,UPDATE,TC-00019710,estudiante,San Miguel Petapa,ACTIVA
7879,2026-06-12T15:21:00,UPDATE,TC-00034469,trabajador,Zona 9,ACTIVA
7880,2026-06-12T16:56:00,UPDATE,TC-00036582,general,Zona 9,ACTIVA
7881,2026-06-12T00:58:00,UPDATE,TC-00046373,adulto_mayor,Zona 13,ACTIVA
7882,2026-06-12T21:26:00,UPDATE,0000018997,general,Zona 10,ACTIVA
7883,2026-06-12T16:13:00,UPDATE,0000042646,estudiante,Zona 7,ACTIVA
7884,2026-06-12T03:29:00,UPDATE,TC-00056205,estudiante,Zona 1,ACTIVA
7885,2026-06-12T05:10:00,UPDATE,TC-00054637,trabajador,Mixco,ACTIVA
7886,2026-06-12T17:37:00,UPDATE,TC-00024944,estudiante,Zona 10,ACTIVA
7887,2026-06-12T22:09:00,UPDATE,0000026061,general,Zona 11,ACTIVA
7888,2026-06-12T12:00:00,UPDATE,0000033487,trabajador,Zona 9,ACTIVA
7889,2026-06-12T12:24:00,UPDATE,TC-00018285,adulto_mayor,Zona 1,ACTIVA
7890,2026-06-12T07:18:00,UPDATE,0000005647,general,Zona 4,ACTIVA
7891,2026-06-12T05:09:00,UPDATE,TC-00014444,general,Zona 1,ACTIVA
7892,2026-06-12T14:03:00,UPDATE,0000002639,adulto_mayor,Zona 6,ACTIVA
7893,2026-06-12T03:06:00,UPDATE,TC-00013105,adulto_mayor,Santa Catarina Pinula,ACTIVA
7894,2026-06-12T15:33:00,UPDATE,MR0032220,general,Mixco,ACTIVA
7895,2026-06-12T10:40:00,UPDATE,TC-00042526,adulto_mayor,Zona 18,ACTIVA
7896,2026-06-12T06:04:00,UPDATE,0000005996,general,Zona 1,ACTIVA
7897,2026-06-12T19:38:00,UPDATE,TC-00036672,general,Zona 13,ACTIVA
7898,2026-06-12T03:58:00,UPDATE,TC-00022243,general,Zona 6,ACTIVA
7899,2026-06-12T00:54:00,UPDATE,TC-00016039,trabajador,Zona 6,ACTIVA
7900,2026-06-12T22:08:00,UPDATE,TC-00044866,trabajador,Santa Catarina Pinula,ACTIVA
7901,2026-06-12T22:20:00,UPDATE,TC-00040826,trabajador,Zona 18,ACTIVA
7902,2026-06-12T16:30:00,UPDATE,TC-00050108,trabajador,Zona 12,ACTIVA
7903,2026-06-12T01:07:00,UPDATE,TC-00031857,general,Zona 1,ACTIVA
7904,2026-06-12T05:54:00,UPDATE,TC-00029798,general,Zona 7,ACTIVA
7905,2026-06-12T22:42:00,UPDATE,MR0004973,estudiante,Zona 12,ACTIVA
7906,2026-06-12T16:43:00,UPDATE,TC-00023050,adulto_mayor,Zona 13,ACTIVA
7907,2026-06-12T05:00:00,UPDATE,TC-00057321,general,Santa Catarina Pinula,ACTIVA
7908,2026-06-12T18:18:00,UPDATE,TC-00033049,adulto_mayor,Zona 6,ACTIVA
7909,2026-06-12T13:47:00,UPDATE,TC-00015235,estudiante,Mixco,ACTIVA
7910,2026-06-12T20:35:00,UPDATE,TC-00043725,adulto_mayor,Mixco,ACTIVA
7911,2026-06-12T11:09:00,UPDATE,TC-00009523,adulto_mayor,Santa Catarina Pinula,ACTIVA
7912,2026-06-12T12:04:00,UPDATE,0000024434,general,Santa Catarina Pinula,ACTIVA
7913,2026-06-12T09:20:00,UPDATE,TC-00002992,estudiante,Zona 18,ACTIVA
7914,2026-06-12T21:45:00,UPDATE,TC-00033287,general,Zona 12,ACTIVA
7915,2026-06-12T21:44:00,UPDATE,TC-00018785,general,Santa Catarina Pinula,ACTIVA
7916,2026-06-12T15:23:00,UPDATE,TC-00006519,general,Zona 11,ACTIVA
7917,2026-06-12T03:30:00,UPDATE,TC-00045045,trabajador,Zona 12,ACTIVA
7918,2026-06-12T20:36:00,UPDATE,TC-00036240,adulto_mayor,Zona 17,ACTIVA
7919,2026-06-12T16:28:00,UPDATE,TC-00030030,general,Zona 4,ACTIVA
7920,2026-06-12T00:47:00,UPDATE,TC-00019939,estudiante,Zona 10,ACTIVA
7921,2026-06-12T14:33:00,UPDATE,TC-00021408,estudiante,San Miguel Petapa,ACTIVA
7922,2026-06-12T21:02:00,UPDATE,TC-00014193,adulto_mayor,Villa Nueva,ACTIVA
7923,2026-06-12T18:28:00,UPDATE,TC-00054720,general,Zona 11,ACTIVA
7924,2026-06-12T04:39:00,UPDATE,TC-00038511,estudiante,Zona 7,ACTIVA
7925,2026-06-12T05:35:00,UPDATE,0000046876,trabajador,Zona 4,ACTIVA
7926,2026-06-12T12:38:00,UPDATE,TC-00020661,trabajador,Zona 4,ACTIVA
7927,2026-06-12T07:17:00,UPDATE,MR0048230,general,Zona 17,ACTIVA
7928,2026-06-12T23:20:00,UPDATE,0000014317,general,Santa Catarina Pinula,ACTIVA
7929,2026-06-12T05:03:00,UPDATE,TC-00045589,trabajador,Zona 6,ACTIVA
7930,2026-06-12T13:32:00,UPDATE,TC-00050177,trabajador,Zona 12,ACTIVA
7931,2026-06-12T17:20:00,UPDATE,TC-00031131,adulto_mayor,Zona 12,ACTIVA
7932,2026-06-12T02:40:00,UPDATE,TC-00019524,trabajador,Zona 7,ACTIVA
7933,2026-06-12T21:59:00,UPDATE,TC-00038907,estudiante,Zona 1,ACTIVA
7934,2026-06-12T19:28:00,UPDATE,TC-00035480,general,Zona 18,ACTIVA
7935,2026-06-12T06:15:00,UPDATE,TC-00052107,general,Zona 17,ACTIVA
7936,2026-06-12T12:45:00,UPDATE,TC-00026311,general,Zona 9,ACTIVA
7937,2026-06-12T01:39:00,UPDATE,TC-00004899,estudiante,Zona 8,ACTIVA
7938,2026-06-12T15:29:00,UPDATE,TC-00058682,estudiante,Villa Nueva,ACTIVA
7939,2026-06-12T15:13:00,UPDATE,TC-00014174,estudiante,Zona 4,ACTIVA
7940,2026-06-12T09:08:00,UPDATE,TC-00018971,adulto_mayor,Zona 11,ACTIVA
7941,2026-06-12T12:34:00,UPDATE,TC-00002928,adulto_mayor,Zona 6,ACTIVA
7942,2026-06-12T13:17:00,UPDATE,0000008273,adulto_mayor,Zona 8,ACTIVA
7943,2026-06-12T09:34:00,UPDATE,TC-00025690,trabajador,San Miguel Petapa,ACTIVA
7944,2026-06-12T17:39:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 1,ACTIVA
7945,2026-06-12T12:50:00,UPDATE,MR0038067,adulto_mayor,Zona 7,ACTIVA
7946,2026-06-12T13:13:00,UPDATE,TC-00041925,general,Zona 17,ACTIVA
7947,2026-06-12T21:48:00,UPDATE,0000051270,estudiante,Zona 4,ACTIVA
7948,2026-06-12T05:17:00,UPDATE,TC-00038295,estudiante,Zona 11,ACTIVA
7949,2026-06-12T21:18:00,UPDATE,0000027940,trabajador,Zona 1,ACTIVA
7950,2026-06-12T16:05:00,UPDATE,0000029026,trabajador,Zona 17,ACTIVA
7951,2026-06-12T02:29:00,UPDATE,TC-00030040,estudiante,San Miguel Petapa,ACTIVA
7952,2026-06-12T02:57:00,UPDATE,TC-00051295,estudiante,San Miguel Petapa,ACTIVA
7953,2026-06-12T05:56:00,UPDATE,TC-00018388,adulto_mayor,Santa Catarina Pinula,ACTIVA
7954,2026-06-12T23:50:00,UPDATE,TC-00000845,trabajador,Zona 4,ACTIVA
7955,2026-06-12T19:43:00,UPDATE,TC-00001442,adulto_mayor,Zona 17,ACTIVA
7956,2026-06-12T01:50:00,UPDATE,TC-00042807,trabajador,Villa Nueva,ACTIVA
7957,2026-06-12T19:06:00,UPDATE,TC-00058399,trabajador,Zona 9,ACTIVA
7958,2026-06-12T22:42:00,UPDATE,TC-00039729,trabajador,Zona 11,ACTIVA
7959,2026-06-12T15:55:00,UPDATE,TC-00004629,trabajador,Zona 12,ACTIVA
7960,2026-06-12T10:27:00,UPDATE,0000053984,trabajador,Zona 13,ACTIVA
7961,2026-06-12T15:15:00,UPDATE,TC-00013886,general,Zona 11,ACTIVA
7962,2026-06-12T18:29:00,UPDATE,TC-00049266,general,Zona 17,ACTIVA
7963,2026-06-12T06:07:00,UPDATE,TC-00033647,trabajador,Santa Catarina Pinula,ACTIVA
7964,2026-06-12T05:26:00,UPDATE,TC-00058425,estudiante,Zona 17,ACTIVA
7965,2026-06-12T09:32:00,UPDATE,TC-00033258,general,Zona 4,ACTIVA
7966,2026-06-12T14:19:00,UPDATE,TC-00019969,trabajador,Zona 10,ACTIVA
7967,2026-06-12T23:13:00,UPDATE,0000005547,trabajador,Mixco,ACTIVA
7968,2026-06-12T20:03:00,UPDATE,TC-00044569,general,Zona 11,ACTIVA
7969,2026-06-12T07:09:00,UPDATE,TC-00042906,estudiante,Zona 6,ACTIVA
7970,2026-06-12T13:27:00,UPDATE,0000053151,estudiante,Zona 8,ACTIVA
7971,2026-06-12T04:34:00,UPDATE,TC-00035656,estudiante,Zona 10,ACTIVA
7972,2026-06-12T20:44:00,UPDATE,SIN-TARJETA,estudiante,Zona 7,ACTIVA
7973,2026-06-12T09:40:00,UPDATE,TC-00041681,estudiante,Zona 6,ACTIVA
7974,2026-06-12T19:56:00,UPDATE,TC-00048790,estudiante,Mixco,ACTIVA
7975,2026-06-12T15:18:00,UPDATE,TC-00010415,estudiante,Zona 7,ACTIVA
7976,2026-06-12T08:35:00,UPDATE,0000042938,adulto_mayor,Zona 12,ACTIVA
7977,2026-06-12T12:55:00,UPDATE,TC-00055153,trabajador,Zona 6,ACTIVA
7978,2026-06-12T14:28:00,UPDATE,TC-00030087,general,Zona 4,ACTIVA
7979,2026-06-12T16:33:00,UPDATE,SIN-TARJETA,estudiante,Santa Catarina Pinula,ACTIVA
7980,2026-06-12T11:13:00,UPDATE,0000043269,adulto_mayor,Zona 18,ACTIVA
7981,2026-06-12T06:40:00,UPDATE,SIN-TARJETA,adulto_mayor,Santa Catarina Pinula,ACTIVA
7982,2026-06-12T03:24:00,UPDATE,0000024919,adulto_mayor,Villa Nueva,ACTIVA
7983,2026-06-12T19:51:00,UPDATE,TC-00044160,trabajador,Zona 1,ACTIVA
7984,2026-06-12T14:37:00,UPDATE,0000030410,trabajador,Zona 1,ACTIVA
7985,2026-06-12T18:19:00,UPDATE,0000042301,trabajador,Zona 18,ACTIVA
7986,2026-06-12T13:43:00,UPDATE,SIN-TARJETA,estudiante,Zona 11,ACTIVA
7987,2026-06-12T11:34:00,UPDATE,0000047096,trabajador,Zona 1,ACTIVA
7988,2026-06-12T09:04:00,UPDATE,TC-00023236,estudiante,Zona 7,ACTIVA
7989,2026-06-12T23:10:00,UPDATE,TC-00050345,adulto_mayor,San Miguel Petapa,ACTIVA
7990,2026-06-12T15:14:00,UPDATE,TC-00027349,general,Villa Nueva,ACTIVA
7991,2026-06-12T23:04:00,UPDATE,0000042810,trabajador,Zona 12,ACTIVA
7992,2026-06-12T05:08:00,UPDATE,TC-00058193,adulto_mayor,Mixco,ACTIVA
7993,2026-06-12T03:12:00,UPDATE,TC-00042580,adulto_mayor,Zona 12,ACTIVA
7994,2026-06-12T10:23:00,UPDATE,TC-00047616,estudiante,Zona 9,ACTIVA
7995,2026-06-12T18:36:00,UPDATE,TC-00018062,general,Zona 10,ACTIVA
7996,2026-06-12T13:14:00,UPDATE,TC-00001248,estudiante,Zona 17,ACTIVA
7997,2026-06-12T12:39:00,UPDATE,TC-00055714,trabajador,Zona 7,ACTIVA
7998,2026-06-12T10:54:00,UPDATE,TC-00038764,adulto_mayor,Zona 7,ACTIVA
7999,2026-06-12T05:54:00,UPDATE,TC-00059109,estudiante,Zona 11,ACTIVA
8000,2026-06-12T00:14:00,UPDATE,TC-00022478,trabajador,Zona 11,ACTIVA
8001,2026-06-12T15:41:00,UPDATE,TC-00014560,estudiante,Zona 1,ACTIVA
8002,2026-06-12T00:25:00,UPDATE,MR0011061,estudiante,Zona 11,ACTIVA
8003,2026-06-12T09:29:00,UPDATE,TC-00018198,estudiante,Zona 8,ACTIVA
8004,2026-06-12T07:31:00,UPDATE,0000039440,general,Zona 4,ACTIVA
8005,2026-06-12T08:46:00,UPDATE,TC-00026883,trabajador,Mixco,ACTIVA
8006,2026-06-12T12:49:00,UPDATE,TC-00005528,adulto_mayor,Zona 8,ACTIVA
8007,2026-06-12T19:06:00,UPDATE,TC-00046275,adulto_mayor,Zona 8,ACTIVA
8008,2026-06-12T00:57:00,UPDATE,TC-00057190,trabajador,Villa Nueva,ACTIVA
8009,2026-06-12T01:27:00,UPDATE,TC-00056865,adulto_mayor,Zona 10,ACTIVA
8010,2026-06-12T21:02:00,UPDATE,TC-00059067,general,Zona 11,ACTIVA
8011,2026-06-12T08:39:00,UPDATE,TC-00046337,adulto_mayor,Zona 8,ACTIVA
8012,2026-06-12T15:18:00,UPDATE,TC-00044190,general,San Miguel Petapa,ACTIVA
8013,2026-06-12T07:12:00,UPDATE,TC-00029702,general,Zona 4,ACTIVA
8014,2026-06-12T03:23:00,UPDATE,TC-00002217,trabajador,Zona 7,ACTIVA
8015,2026-06-12T16:23:00,UPDATE,TC-00050068,general,Zona 13,ACTIVA
8016,2026-06-12T14:52:00,UPDATE,SIN-TARJETA,trabajador,Zona 17,ACTIVA
8017,2026-06-12T05:44:00,UPDATE,TC-00054625,adulto_mayor,Zona 9,ACTIVA
8018,2026-06-12T18:35:00,UPDATE,TC-00047689,estudiante,Villa Nueva,ACTIVA
8019,2026-06-12T09:13:00,UPDATE,TC-00037232,general,Zona 12,ACTIVA
8020,2026-06-12T21:02:00,UPDATE,TC-00010195,general,Villa Nueva,ACTIVA
8021,2026-06-12T04:18:00,UPDATE,TC-00006200,estudiante,Zona 6,ACTIVA
8022,2026-06-12T16:29:00,UPDATE,TC-00016483,trabajador,Zona 10,ACTIVA
8023,2026-06-12T03:00:00,UPDATE,TC-00009106,adulto_mayor,San Miguel Petapa,ACTIVA
8024,2026-06-12T16:52:00,UPDATE,TC-00038139,trabajador,Zona 18,ACTIVA
8025,2026-06-12T22:11:00,UPDATE,SIN-TARJETA,trabajador,Zona 12,ACTIVA
8026,2026-06-12T00:02:00,UPDATE,TC-00053876,general,Zona 1,ACTIVA
8027,2026-06-12T04:28:00,UPDATE,TC-00041143,estudiante,Zona 7,ACTIVA
8028,2026-06-12T10:56:00,UPDATE,TC-00020502,trabajador,Zona 18,ACTIVA
8029,2026-06-12T22:26:00,UPDATE,MR0018322,general,San Miguel Petapa,ACTIVA
8030,2026-06-12T14:02:00,UPDATE,0000046992,adulto_mayor,Zona 9,ACTIVA
8031,2026-06-12T00:07:00,UPDATE,TC-00019646,general,Mixco,ACTIVA
8032,2026-06-12T20:26:00,UPDATE,TC-00007191,estudiante,Santa Catarina Pinula,ACTIVA
8033,2026-06-12T15:44:00,UPDATE,SIN-TARJETA,adulto_mayor,Santa Catarina Pinula,ACTIVA
8034,2026-06-12T20:04:00,UPDATE,MR0037515,general,Villa Nueva,ACTIVA
8035,2026-06-12T00:14:00,UPDATE,TC-00006317,estudiante,Zona 7,ACTIVA
8036,2026-06-12T05:45:00,UPDATE,TC-00054577,estudiante,Zona 10,ACTIVA
8037,2026-06-12T10:49:00,UPDATE,SIN-TARJETA,estudiante,Mixco,ACTIVA
8038,2026-06-12T07:50:00,UPDATE,TC-00052718,estudiante,Zona 11,ACTIVA
8039,2026-06-12T23:12:00,UPDATE,TC-00010286,adulto_mayor,Zona 9,ACTIVA
8040,2026-06-12T23:45:00,UPDATE,TC-00019727,adulto_mayor,Zona 9,ACTIVA
8041,2026-06-12T16:56:00,UPDATE,TC-00015133,adulto_mayor,Zona 7,ACTIVA
8042,2026-06-12T15:17:00,UPDATE,TC-00019342,trabajador,San Miguel Petapa,ACTIVA
8043,2026-06-12T20:32:00,UPDATE,TC-00030010,trabajador,Zona 9,ACTIVA
8044,2026-06-12T20:05:00,UPDATE,TC-00010477,general,San Miguel Petapa,ACTIVA
8045,2026-06-12T02:32:00,UPDATE,TC-00003423,estudiante,Zona 6,ACTIVA
8046,2026-06-12T21:29:00,UPDATE,TC-00057912,trabajador,Mixco,ACTIVA
8047,2026-06-12T20:34:00,UPDATE,TC-00050149,general,Zona 6,ACTIVA
8048,2026-06-12T21:28:00,UPDATE,TC-00056626,estudiante,Zona 9,ACTIVA
8049,2026-06-12T23:05:00,UPDATE,TC-00043937,estudiante,Zona 4,ACTIVA
8050,2026-06-12T13:05:00,UPDATE,TC-00013245,trabajador,Zona 6,ACTIVA
8051,2026-06-12T19:44:00,UPDATE,TC-00001400,general,Villa Nueva,ACTIVA
8052,2026-06-12T08:50:00,UPDATE,TC-00052809,trabajador,San Miguel Petapa,ACTIVA
8053,2026-06-12T23:49:00,UPDATE,0000038635,adulto_mayor,Zona 13,ACTIVA
8054,2026-06-12T13:40:00,UPDATE,0000035552,trabajador,Zona 9,ACTIVA
8055,2026-06-12T08:04:00,UPDATE,TC-00026202,estudiante,Zona 13,ACTIVA
8056,2026-06-12T09:03:00,UPDATE,TC-00049102,general,Zona 11,ACTIVA
8057,2026-06-12T16:50:00,UPDATE,0000031690,trabajador,Santa Catarina Pinula,ACTIVA
8058,2026-06-12T18:54:00,UPDATE,TC-00018095,general,San Miguel Petapa,ACTIVA
8059,2026-06-12T00:07:00,UPDATE,TC-00025312,estudiante,Zona 12,ACTIVA
8060,2026-06-12T10:50:00,UPDATE,TC-00043151,estudiante,Zona 4,ACTIVA
8061,2026-06-12T02:35:00,UPDATE,TC-00044394,estudiante,Zona 8,ACTIVA
8062,2026-06-12T07:31:00,UPDATE,TC-00014335,estudiante,Zona 4,ACTIVA
8063,2026-06-12T02:39:00,UPDATE,TC-00059313,adulto_mayor,Zona 13,ACTIVA
8064,2026-06-12T09:48:00,UPDATE,TC-00047438,estudiante,Villa Nueva,ACTIVA
8065,2026-06-12T00:48:00,UPDATE,TC-00007637,general,Zona 10,ACTIVA
8066,2026-06-12T10:59:00,UPDATE,MR0041352,trabajador,Zona 7,ACTIVA
8067,2026-06-12T23:29:00,UPDATE,TC-00012693,general,Zona 13,ACTIVA
8068,2026-06-12T06:56:00,UPDATE,TC-00010287,trabajador,Mixco,ACTIVA
8069,2026-06-12T16:01:00,UPDATE,0000017273,estudiante,Zona 11,ACTIVA
8070,2026-06-12T09:58:00,UPDATE,TC-00024473,estudiante,Mixco,ACTIVA
8071,2026-06-12T22:58:00,UPDATE,TC-00028204,general,Zona 7,ACTIVA
8072,2026-06-12T16:34:00,UPDATE,TC-00009432,estudiante,Santa Catarina Pinula,ACTIVA
8073,2026-06-12T08:13:00,UPDATE,TC-00040532,estudiante,Zona 12,ACTIVA
8074,2026-06-12T14:45:00,UPDATE,0000050416,trabajador,Zona 17,ACTIVA
8075,2026-06-12T15:34:00,UPDATE,0000038864,adulto_mayor,Zona 7,ACTIVA
8076,2026-06-12T11:46:00,UPDATE,TC-00009114,general,Zona 1,ACTIVA
8077,2026-06-12T03:21:00,UPDATE,TC-00026847,adulto_mayor,Zona 1,ACTIVA
8078,2026-06-12T23:49:00,UPDATE,TC-00045216,general,Zona 10,ACTIVA
8079,2026-06-12T03:51:00,UPDATE,TC-00017082,trabajador,San Miguel Petapa,ACTIVA
8080,2026-06-12T10:02:00,UPDATE,TC-00007061,trabajador,Zona 9,ACTIVA
8081,2026-06-12T18:57:00,UPDATE,TC-00018415,estudiante,Zona 12,ACTIVA
8082,2026-06-12T02:22:00,UPDATE,0000021251,trabajador,Zona 4,ACTIVA
8083,2026-06-12T22:50:00,UPDATE,0000033508,general,San Miguel Petapa,ACTIVA
8084,2026-06-12T02:41:00,UPDATE,TC-00049328,general,Zona 17,ACTIVA
8085,2026-06-12T07:35:00,UPDATE,0000003879,estudiante,Zona 6,ACTIVA
8086,2026-06-12T20:58:00,UPDATE,TC-00056011,adulto_mayor,Zona 6,ACTIVA
8087,2026-06-12T13:45:00,UPDATE,TC-00000327,estudiante,Villa Nueva,ACTIVA
8088,2026-06-12T13:10:00,UPDATE,TC-00009871,adulto_mayor,Zona 4,ACTIVA
8089,2026-06-12T18:33:00,UPDATE,TC-00015344,adulto_mayor,Zona 7,ACTIVA
8090,2026-06-12T23:08:00,UPDATE,TC-00015706,trabajador,Zona 7,ACTIVA
8091,2026-06-12T08:32:00,UPDATE,TC-00018639,estudiante,Zona 9,ACTIVA
8092,2026-06-12T18:33:00,UPDATE,TC-00022868,general,Zona 13,ACTIVA
8093,2026-06-12T20:38:00,UPDATE,TC-00008404,adulto_mayor,Zona 7,ACTIVA
8094,2026-06-12T13:18:00,UPDATE,0000042264,adulto_mayor,Zona 1,ACTIVA
8095,2026-06-12T16:44:00,UPDATE,TC-00055689,adulto_mayor,Mixco,ACTIVA
8096,2026-06-12T22:38:00,UPDATE,SIN-TARJETA,estudiante,Zona 11,ACTIVA
8097,2026-06-12T04:38:00,UPDATE,TC-00004629,estudiante,San Miguel Petapa,ACTIVA
